RegionType,RegionName,City,State,Metro,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
City,North Huntingdon,North Huntingdon,PA,"Pittsburgh, PA",1414,3.45044716189086,100,3.5715,2.5188,142800,-0.833333333333333,0.634249471458774,0.014565826330532,,0.064683116952404,0.027546768277351,75
City,Farmingdale,Farmingdale,NY,"New York, NY",1415,6.39167731337835,100,,,411700,0.365675280351048,7.01845593969327,0.031945591450085,,0.057557436517533,0.180672268907563,126.5
City,Santa Paula,Santa Paula,CA,"Ventura, CA",1416,3.5553933199489,100,3.9386,2.3462,427100,-0.720595072059507,4.60445750673524,0.025188480449544,,0.078817733990148,0.026041666666667,57
City,Inver Grove Heights,Inver Grove Heights,MN,"Minneapolis-St Paul, MN",1417,5.73371053111882,73.91,12.4139,,245400,1.07084019769358,6.09597924773022,0.020774246128769,,0.065666437513219,0.005224566380367,67
City,Commerce Township,Commerce Township,MI,"Detroit, MI",1418,6.05676218288009,81.25,,,247800,0.445885691122821,5.67164179104478,0.031073446327684,,0.070798729841137,0.018212107080939,68
City,Westmont,Westmont,CA,"Los Angeles-Long Beach-Anaheim, CA",1419,9.02445701770396,100,7.1429,,435800,0.322283609576427,10.1339398534243,0.040711335474989,,,,63
City,Warren,Warren,OH,"Youngstown, OH",1420,2.95948165723672,73.91,19.7928,2.4833,46200,1.09409190371991,11.5942028985507,0.027142857142857,,0.178011710221603,0.058036185244936,95.5
City,North Tonawanda,North Tonawanda,NY,"Buffalo, NY",1422,6.00018251505749,100,,,120800,0.415627597672485,3.69098712446352,0.053021523178808,,0.041968985630958,0.094915254237288,80.5
City,West Little River,West Little River,FL,"Miami-Fort Lauderdale, FL",1423,8.45227231246578,87.5,,,178300,1.5375854214123,18.3145321831453,0.0471733034212,,0.151857246904589,0.091127098321343,127
City,Northbrook,Northbrook,IL,"Chicago, IL",1424,4.18507026829713,82.46,,,484400,0.602284527518172,1.67926112510495,0.018470272502065,,0.075906576521205,0.032388663967611,94.5
City,Rohnert Park,Rohnert Park,CA,"Santa Rosa, CA",1426,6.20277422887388,100,6.6694,1.5519,517500,0.778967867575463,8.21831869510665,0.003816425120773,,0.048592832557198,0.029166666666667,40.5
City,Ross Township,Ross Township,PA,"Pittsburgh, PA",1427,8.45866033947801,100,2.9412,,178300,0.620767494356659,5.75326215895611,0.024834548513741,,0.041809065574387,0.009024663529433,64.5
City,Dunedin,Dunedin,FL,"Tampa, FL",1428,9.11206424530024,96.55,,,209800,0.575263662511985,12.7956989247312,0.049456625357483,,0.062975411286043,0.053370786516854,68
City,Reedley,Reedley,CA,"Fresno, CA",1429,6.9693374703413,100,7.6923,1.8083,215300,0.13953488372093,11.0366168127901,0.037849512308407,,0.106245239908606,0.053763440860215,62
City,Marion,Marion,IA,"Cedar Rapids, IA",1430,5.6141631684614,,,,152400,0.4614370468029,6.57342657342657,0.037769028871391,,0.110858118685072,0.015404364569962,59
City,Calhoun,Calhoun,GA,"Calhoun, GA",1431,3.28162073371053,100,,,127300,-0.313234142521535,9.83606557377049,,,0.107024265644955,0.026252983293556,65
City,Belleville,Belleville,IL,"St. Louis, MO",1432,0.326701952911115,87.5,,,80300,0.124688279301746,-0.372208436724566,0.018331257783313,,0.21836460350751,0.046270707778348,91
City,Hinesville,Hinesville,GA,"Hinesville, GA",1433,6.54133966052199,75,,,116100,1.13240418118467,8,0.061197243755383,,0.435310281657889,0.059968437664387,89
City,Halethorpe,Halethorpe,MD,"Baltimore, MD",1434,3.16024822047819,70.37,10.3913,2.6165,199600,0.70635721493441,5.44109878499736,0.032059118236473,,0.175750153092468,0.052264808362369,86
City,Andover,Andover,MN,"Minneapolis-St Paul, MN",1435,8.54170469063698,,,,283400,0.035298270384751,8.45771144278607,0.028715596330275,,0.046784243320308,0.020316027088036,75.5
City,Troy,Troy,OH,"Dayton, OH",1436,3.89578390217193,96.3,5.4444,1.0205,140000,-0.14265335235378,4.47761194029851,0.028521428571429,,0.087728281276668,0.019455252918288,66.5
City,Rancho Palos Verdes,Rancho Palos Verdes,CA,"Los Angeles-Long Beach-Anaheim, CA",1437,7.02409198758898,94.44,,0.4346,1308200,0.453044613376334,4.2390438247012,0.005193395505274,,0.023255813953488,0.014184397163121,58.5
City,Jamestown,Jamestown,NY,"Jamestown, NY",1438,0.274685161525826,,,,50400,-0.395256916996047,3.91752577319588,,,0.119958900590804,0.059957173447538,102.5
City,Shelton,Shelton,WA,"Shelton, WA",1439,5.1670012776054,85.71,11.3151,1.4688,219800,1.29032258064516,16.1119915478077,,,0.085799619875102,0.050632911392405,69.5
City,Foster City,Foster City,CA,"San Francisco, CA",1440,8.70961854352984,100,,,1542100,-0.342510016802378,9.93013972055888,0.020951948641463,,0.022774327122153,0,42
City,Butler Township,Butler Township,PA,"Pittsburgh, PA",1441,5.35590436210987,88.89,,,141400,0.784034212401996,3.43818580833943,0.02511315417256,,0.110321305792934,0.031110136945622,86.5
City,Garfield,Garfield,NJ,"New York, NY",1443,0.417959481657237,93.75,,2.2251,333000,-0.030021014710297,1.55535224153705,0.014393393393393,,0.134270479883665,0.111913357400722,105.5
City,Manalapan,Manalapan,NJ,"New York, NY",1444,4.64592078846505,86.96,,1.7107,454300,0.110180696342001,5.77415599534342,0.02746423068457,,0.059110952210702,0.137096774193548,102
City,Cooper City,Cooper City,FL,"Miami-Fort Lauderdale, FL",1445,4.28454097463041,92.86,,,374000,0.672947510094213,5.02667789946644,0.003470588235294,,0.034862385321101,0.078947368421053,70.5
City,Keizer,Keizer,OR,"Salem, OR",1446,7.69483482387297,97.06,5.8844,3.6361,253700,0.794596742153357,11.1744084136722,0.048718959400867,,0.053370786516854,0.033834586466165,58
City,Sulphur,Sulphur,LA,"Lake Charles, LA",1447,7.57711261179047,100,,,169100,0.2371072910492,3.99753997539975,0.023494973388528,,0.079523184783995,0.022681080776768,82
City,Perrysburg,Perrysburg,OH,"Toledo, OH",1448,3.41120642453002,85.71,3.2121,2.071,189300,0.052854122621565,2.93637846655791,0.013259376650819,,0.068883094306823,0.025236593059937,65
City,Richmond West,Richmond West,FL,"Miami-Fort Lauderdale, FL",1449,6.22285088519803,93.75,,,314900,1.2540192926045,8.32473340213278,0.020044458558272,,0.077176470588235,0.097560975609756,84.5
City,Newington,Newington,CT,"Hartford, CT",1450,5.04927906552291,91.67,,0.6347,212400,0.378071833648393,2.75761973875181,0.032099811676083,,0.132513891227479,0.041931385006353,77
City,Freeport,Freeport,IL,"Freeport, IL",1451,1.84066435480927,,,,73900,0.271370420624152,-4.15045395590143,,,0.196470282896444,0.038309114927345,107
City,Westerville,Westerville,OH,"Columbus, OH",1452,9.03358277057857,95,2.013,0.5384,243500,0.578273440726972,6.00783630822812,0.035835728952772,,0.058018901923245,0.021401371180692,54
City,Prescott Valley,Prescott Valley,AZ,"Prescott, AZ",1453,7.89833911297682,97.44,4.9069,1.6682,239100,0.546677880571909,7.21973094170404,0.016574654956085,,0.052782975580722,0.028760217734451,71
City,El Dorado Hills,El Dorado Hills,CA,"Sacramento, CA",1454,8.26428180324877,85.19,2.4126,0.4039,595900,-0.134070722306016,4.30596884298967,0.029325390166135,,0.040429387982713,0.024137931034483,77
City,Myrtle Beach,Myrtle Beach,SC,"Myrtle Beach, SC",1455,0.275597736813287,,,,119900,-0.332502078137988,-2.75750202757502,0.011751459549625,,0.13885398297574,0.051258309693408,107.5
City,Selma,Selma,CA,"Fresno, CA",1456,3.16663624749042,91.67,5.0228,1.8077,193300,0.103573278094252,4.88334237655996,0.024112778065184,,0.118650639782862,0.049019607843137,62
City,Russellville,Russellville,AR,"Russellville, AR",1457,3.01606132505932,,,,119700,-1.07438016528926,8.42391304347826,,,0.117463073492426,0.016426703941322,78
City,North Ridgeville,North Ridgeville,OH,"Cleveland, OH",1458,2.42014966234714,88.89,4.8365,3.7856,166500,0.301204819277108,5.91603053435114,0.021561561561562,,0.078552971576227,0.049342105263158,62
City,North Royalton,North Royalton,OH,"Cleveland, OH",1459,5.2518707793393,66.67,,3.3235,204300,0.393120393120393,10.016155088853,0.034503181595693,,0.07129963898917,0.032911392405063,66.5
City,Irmo,Irmo,SC,"Columbia, SC",1460,3.53987954006206,70.83,5.3049,1.5451,146600,0.27359781121751,5.6957462148522,0.031336971350614,,0.100847008999471,0.057742782152231,75
City,Willingboro,Willingboro,NJ,"Philadelphia, PA",1461,1.32597189268115,80,32.6102,13.0619,154000,0.522193211488251,6.79611650485437,0.02801948051948,,0.232351830879577,0.172217709179529,126.5
City,Winter Park,Winter Park,FL,"Orlando, FL",1462,8.40664354809272,88.89,,,378600,0.745077168706759,5.43024227234754,0.031267828843106,,0.068238213399504,0.031818181818182,105
City,Dover,Dover,NH,"Boston, MA",1463,4.84121189998175,88.89,,,234500,0.256519880290723,5.53555355535554,0.024230277185501,,0.080952380952381,0.012383900928793,71.5
City,White Lake,White Lake,MI,"Detroit, MI",1464,7.54334732615441,73.68,,,231300,0.390625,8.84705882352941,0.037293558149589,,0.049619107866545,0.013139241575897,74.5
City,Town of Watertown,Town of Watertown,NY,"Watertown, NY",1465,1.25661617083409,45.45,1.9355,2.2069,115000,-1.03270223752151,-1.70940170940171,,,0.159084718060474,0.053082191780822,122
City,Parkville,Parkville,MD,"Baltimore, MD",1466,3.7105311188173,81.25,4.3217,2.6535,189900,0.689289501590668,3.09446254071661,0.02538177988415,,0.133380884450785,0.050802139037433,84
City,San Carlos,San Carlos,CA,"San Francisco, CA",1467,8.86293119182332,100,,,1692300,0.373665480427046,7.0601632188271,0.019690953140696,,0.01455812999795,0,39
City,Lawndale,Lawndale,CA,"Los Angeles-Long Beach-Anaheim, CA",1469,7.34075561233802,100,,,494700,0.304136253041363,6.61637931034483,0.015124317768344,,0.073301230604601,0.014598540145985,63
City,Ballwin,Ballwin,MO,"St. Louis, MO",1470,4.82204781894506,88.89,,0.4954,258300,-0.038699690402477,-5.28052805280528,0.00404181184669,,0.056932794807412,0.009909687165546,61
City,Battle Ground,Battle Ground,WA,"Portland, OR",1471,9.46705603212265,100,1.8834,2.7692,370200,0.707290533188248,8.72246696035242,0.04010264721772,,0.031868923298524,0.016949152542373,56
City,Montrose,Montrose,CO,"Montrose, CO",1472,7.86183610147837,83.87,,,230400,0.130378096479791,8.62800565770863,,,0.062654136762881,0.020713222404552,79
City,Davison,Davison,MI,"Flint, MI",1473,6.4847599926994,84.62,,,135200,0.595238095238095,9.56239870340357,0.044105029585799,,0.105542900531511,0.014388489208633,63
City,Sykesville,Sykesville,MD,"Baltimore, MD",1474,7.74228873882095,75,4.3518,1.2413,367600,1.04452996151732,4.72934472934473,0.032304134929271,,0.074129727022289,0.02027027027027,76
City,Westchester,Westchester,FL,"Miami-Fort Lauderdale, FL",1475,7.36265741923709,100,,,347400,0.666473485946103,3.17790317790318,0.008969487622337,,,,127
City,Post Falls,Post Falls,ID,"Coeur d'Alene, ID",1476,7.90290198941413,,,,207600,0.048192771084337,7.78816199376947,,,0.077529325513197,0.011820330969267,62.5
City,Security-Widefield,Security-Widefield,CO,"Colorado Springs, CO",1477,8.45044716189086,98.11,,,224300,0.718455321059722,10.6015779092702,0.047668301382078,,0.082855321861058,0.019230769230769,50.5
City,Chicago Heights,Chicago Heights,IL,"Chicago, IL",1478,1.52217557948531,83.33,,,95300,-0.313807531380753,5.42035398230088,0.037093389296957,,0.348670756646217,0.089149560117302,105
City,Moss Point,Moss Point,MS,"Gulfport, MS",1479,4.92608140171564,,,,78900,0.126903553299492,2.60078023407022,0.05382762991128,,0.174444648920288,0.048704884625705,108
City,Ridgecrest,Ridgecrest,CA,"Bakersfield, CA",1480,6.71655411571455,86.67,6.0076,4.8678,182700,0.439802089059923,9.79567307692308,0.036267104542967,,0.150041447913788,0.012891344383057,84
City,Pittsfield Township,Pittsfield Township,MI,"Ann Arbor, MI",1481,8.75798503376529,100,,,288100,0.52337752965806,7.98350824587706,0.047077403679278,,0.068704695871415,0,53
City,Morgan Hill,Morgan Hill,CA,"San Jose, CA",1482,9.35024639532761,100,2.4307,,889200,0.873511060692002,9.21149594694178,0.030892937471885,,0.026474318325935,0.035928143712575,51
City,Greenville,Greenville,TX,"Dallas-Fort Worth, TX",1483,9.7271399890491,90.48,1.6279,,102100,2.2022022022022,29.0771175726928,0.088491674828599,,,,59
City,Madison Heights,Madison Heights,MI,"Detroit, MI",1484,4.01624384011681,78.95,,,122500,0.163532297628782,7.55048287971905,0.038465306122449,,0.119695044472681,0.016985138004246,56
City,North Miami Beach,North Miami Beach,FL,"Miami-Fort Lauderdale, FL",1485,7.11352436576017,72.73,,,211900,1.00095328884652,15.6659388646288,0.034190655969797,,0.125203693644758,0.101952277657267,146.5
City,Staunton,Staunton,VA,"Staunton, VA",1486,3.65303887570725,78.26,4.1509,3.3776,173500,0.057670126874279,7.49690210656753,,,0.106910809214412,0.022099447513812,82
City,Atascadero,Atascadero,CA,"San Luis Obispo, CA",1487,5.71272129950721,91.3,5.4031,,499300,0.361809045226131,4.96110994324154,0.029200881233727,,0.04974817895503,0.038577352496095,64
City,Dacula,Dacula,GA,"Atlanta, GA",1488,9.45062967694835,,,,241400,1.08877721943049,7.0509977827051,0.050654515327258,,0.075288626873004,0.034257748776509,73
City,Middletown Township,Middletown Township,PA,"Philadelphia, PA",1489,3.27432013141084,73.33,5.3516,0.7307,312200,0.096184674575184,1.89295039164491,0.01793401665599,,0.056448666423091,0.051779935275081,83
City,Oakdale,Oakdale,CA,"Modesto, CA",1490,5.71454645008213,88,,,308600,0.129785853341986,6.01167983510821,0.016694750486066,,0.065377532228361,0.009389671361502,69.5
City,Rexburg,Rexburg,ID,"Rexburg, ID",1491,6.04033582770579,,,,185500,0.433134813210612,4.92081447963801,,,0.167956304050979,0.013550135501355,79
City,Saratoga,Saratoga,CA,"San Jose, CA",1492,9.84668735170652,100,,,2560300,0.795244281721192,8.48269141138088,0.028935281021755,,0.0062375249501,0,47
City,Lexington,Lexington,MA,"Boston, MA",1493,8.62201131593356,100,,,941100,0.053157559004891,5.39814088923732,0.024760386781426,,0.020341558726481,0.010748916589049,81
City,Sylvania,Sylvania,OH,"Toledo, OH",1494,3.56360649753605,,,,184900,0.434546442151005,6.20333141872487,0.018599242833964,,0.077669503358292,0.030530802016014,64
City,El Mirage,El Mirage,AZ,"Phoenix, AZ",1495,5.90801241102391,86.84,9.7108,2.8833,176200,0.916380297823597,8.69833436150524,0.031855845629966,,0.114305587757941,0.026369168356998,55
City,Tucker,Tucker,GA,"Atlanta, GA",1496,8.15751049461581,100,,,212900,1.04413858566683,6.3968015992004,0.050577736026303,,0.093387178192832,0.025225225225225,51.5
City,Lawrence,Lawrence,NJ,"Trenton, NJ",1498,5.51834276327797,100,2.6923,2.5998,266000,0.301659125188537,0.987091875474563,0.016026315789474,,0.100734976221358,0.060085836909871,110
City,Rochester,Rochester,NH,"Boston, MA",1499,0.749224311005658,80,,,175700,-0.170454545454545,5.08373205741627,0.025697211155379,,0.107098153156987,0.039515807356376,63
City,Panama City,Panama City,FL,"Panama City, FL",1500,5.90436210987406,81.82,,,170500,0.827912477823773,6.96361355081556,0.045061583577713,,0.127789980789447,0.060399553836333,92
City,Sidney,Sidney,OH,"Sidney, OH",1501,2.82624566526738,88.89,3.3824,2.6724,118400,-0.084388185654008,6.95573622402891,,,0.093409278372331,0.045292008178775,71
City,Moorpark,Moorpark,CA,"Ventura, CA",1502,7.6565066617996,85,1.2521,1.5656,638500,0.329981143934632,3.0337259964499,0.020289741581832,,0.049919771795329,0.021428571428571,63
City,Nottingham,Nottingham,MD,"Baltimore, MD",1503,4.06187260448987,75.86,1.9679,1.5792,233600,0.429922613929493,2.32150678931231,0.023090753424658,,0.115428247305729,0.036855036855037,76
City,Belvidere,Belvidere,IL,"Rockford, IL",1504,2.4940682606315,69.23,,,141100,-0.212164073550212,8.6220169361047,0.042849043231751,,0.174540133779264,0.051497005988024,68.5
City,Banning,Banning,CA,"Riverside, CA",1505,5.40518342763278,95,9.2093,2.3593,234800,0.902449505801461,7.50915750915751,0.047951448040886,,0.107475232662864,0.041899441340782,64
City,Baldwin,Baldwin,NY,"New York, NY",1506,3.81547727687534,100,,,415800,0.26525198938992,6.31552032728202,0.032308802308802,,0.09374358974359,0.262582056892779,129
City,Williamsport,Williamsport,PA,"Williamsport, PA",1507,2.88556305895236,,,,96000,-0.4149377593361,3.44827586206897,0.02121875,,0.08137814415557,0.036363636363636,91
City,San Dimas,San Dimas,CA,"Los Angeles-Long Beach-Anaheim, CA",1508,8.32268662164629,100,1.5478,1.5928,602600,0.634602538410154,2.58767449778686,0.005872884168603,,0.037592397043295,0.028089887640449,60.5
City,North Olmsted,North Olmsted,OH,"Cleveland, OH",1509,4.46431830626027,85.71,4.4399,4.072,153900,0.851900393184797,7.47206703910615,0.02909681611436,,0.08686837180287,0.046678635547576,61
City,Midvale,Midvale,UT,"Salt Lake City, UT",1510,5.11954736265742,,,,233900,0.214224507283633,8.89199255121043,0.022988456605387,,0.163671685284118,0.00593471810089,55.5
City,Yeehaw Junction,Yeehaw Junction,FL,"Orlando, FL",1512,8.43858368315386,91.3,,,185500,0.705754614549403,9.375,0.047843665768194,,0.107808977249436,0.066539923954373,83.5
City,Dania Beach,Dania Beach,FL,"Miami-Fort Lauderdale, FL",1513,6.33966052199306,94.44,,,206100,0.683927699071812,10.8064516129032,0.022343522561863,,0.108461538461538,0.070921985815603,113
City,Norwood,Norwood,MA,"Boston, MA",1514,1.97663807264099,100,,8.1443,430600,0.490081680280047,1.89304306672977,0.012584765443567,,0.051167964404894,0.027173913043478,56.5
City,Poinciana,Poinciana,FL,"Orlando, FL",1515,7.01861653586421,96.15,,,158500,0.826972010178117,10.2225312934631,0.045381703470032,,0.13881087155455,0.077004427657391,75.5
City,Brownsburg,Brownsburg,IN,"Indianapolis, IN",1516,5.21810549370323,100,,,170200,0.117647058823529,4.99691548426897,0.028066980023502,,0.058001502629602,0.007772020725389,53.5
City,Town of Orchard Park,Town of Orchard Park,NY,"Buffalo, NY",1517,5.22631867129038,,,,229900,-0.476190476190476,4.31034482758621,0.036006959547629,,0.027891010512766,0.084615384615385,95
City,Needham,Needham,MA,"Boston, MA",1518,9.59116627121738,100,,,841200,0.682226211849192,6.3060786048275,0.02727294341417,,0.037387517723089,0.005594490243978,79
City,Brownstown,Brownstown,MI,"Detroit, MI",1519,6.95382369045446,0,,,183100,0.825991189427313,8.34319526627219,0.032250136537411,,0.070649161512133,0.021566826735578,76
City,North Platte,North Platte,NE,"North Platte, NE",1520,6.94561051286731,,,,135900,-1.09170305676856,6.75569520816968,,,0.104464546250365,0.002793296089385,78.5
City,Lower Makefield,Lower Makefield,PA,"Philadelphia, PA",1521,4.82387296951999,84,2.2014,0.5324,415000,-0.072236937153865,1.36785539814362,0.0128,,0.065141662796099,0.03030303030303,86
City,Cookeville,Cookeville,TN,"Cookeville, TN",1522,5.68534404088337,95.65,,,141200,0.857142857142857,5.45182972367438,,,0.083912976374061,0.017343853463297,71.5
City,Naugatuck,Naugatuck,CT,"New Haven, CT",1523,0.476364300054754,75,2.191,,165000,0.364963503649635,-2.88404944084756,0.003709090909091,,0.243764909997831,0.056049822064057,89.5
City,Bristow,Bristow,VA,"Washington, VA",1524,3.7552473079029,67.74,5.1627,2.4476,446500,0.20197486535009,2.38477413437285,0.023142217245241,,0.11067835118468,0.023460410557185,61.5
City,McMinnville,McMinnville,OR,"Portland, OR",1525,9.70980105858733,100,3.5383,0.6804,277200,0.726744186046512,11.8192819685357,0.049213564213564,,0.047726630895227,0.029585798816568,69
City,Mason City,Mason City,IA,"Mason City, IA",1526,2.13998904909655,100,,2.3602,95800,0.104493207941484,-2.64227642276423,,,0.235668789808917,0.01981981981982,78.5
City,Cheshire,Cheshire,CT,"New Haven, CT",1527,1.03121007483117,78.26,,,284200,-0.350631136044881,-0.559832050384884,0.004971850809289,,0.084124325330356,0.026548672566372,97
City,Granite City,Granite City,IL,"St. Louis, MO",1528,2.27322504106589,,,,67900,-1.02040816326531,5.10835913312694,0.032960235640648,,0.214096916299559,0.035390946502058,84
City,Milford,Milford,OH,"Cincinnati, OH",1529,4.45245482752327,100,8.2652,1.9087,167300,-0.357355568790947,4.5625,0.028942020322774,,0.07140522875817,0.02974828375286,72
City,Dinuba,Dinuba,CA,"Visalia, CA",1530,6.2776054024457,100,9.8809,4.7635,185000,0.216684723726977,5.53337136337707,0.039394594594595,,0.09738430583501,0.033057851239669,75
City,Leawood,Leawood,KS,"Kansas City, MO",1531,5.2400073006023,,,,436600,0.460193281178095,2.29615745079663,0.018147045350435,,0.053277215076791,0.011432084310978,70
City,Voorhees,Voorhees,NJ,"Philadelphia, PA",1532,0.639715276510312,75,,1.499,265800,-0.112739571589628,-0.709749719835637,0.012787810383747,,0.122879301987397,0.110453648915187,101.5
City,Northport,Northport,AL,"Tuscaloosa, AL",1533,3.7223945975543,90.91,,0.7992,165600,1.59509202453988,1.90769230769231,0.013864734299517,,0.20691428630072,0.013807743837461,67
City,Port Chester,Port Chester,NY,"New York, NY",1535,6.57601752144552,,,,500300,0.542604501607717,10.3197353914002,0.031361183290026,,0.079502246802627,0.08695652173913,120
City,Raytown,Raytown,MO,"Kansas City, MO",1536,6.32870961854353,85.71,,,107000,0.753295668549906,14.5610278372591,0.036439252336449,,0.209222331142856,0.02775875669232,70
City,North Andover,North Andover,MA,"Boston, MA",1537,3.84285453549918,80,,7.6572,486300,0.371517027863777,6.41137855579869,0.024242237302077,,0.077842960288809,0.034782608695652,69.5
City,Redmond,Redmond,OR,"Bend, OR",1538,9.31009308267932,97.56,2.0387,2.9012,271800,0.89086859688196,10.0404858299595,0.024010301692421,,0.044449616011171,0.020942408376963,82
City,Burlingame,Burlingame,CA,"San Francisco, CA",1539,6.28581858003285,100,,,1918000,-0.114571398812624,3.26262517497577,0.01166110531804,,0.010752688172043,0,42
City,Franklin,Franklin,IN,"Indianapolis, IN",1540,2.65468151122468,,,,126000,0.079428117553614,3.87469084913438,0.030912698412698,,0.09168731696328,0.022113022113022,54.5
City,Wailuku,Wailuku,HI,"Kahului, HI",1541,9.20423434933382,100,5.8402,0.9578,566500,0.872507122507122,9.78682170542636,,,0.048964218455744,0.070512820512821,96
City,Drexel Hill,Drexel Hill,PA,"Philadelphia, PA",1542,1.7129038145647,,,,168500,0.657108721624851,6.78073510773131,0.024949554896143,,0.22304060434372,0.064352243861135,98
City,Riviera Beach,Riviera Beach,FL,"Miami-Fort Lauderdale, FL",1543,8.0753787187443,88.89,,,203500,1.85185185185185,14.4544431946007,0.04017199017199,,0.140087783467447,0.08355091383812,111
City,Searcy,Searcy,AR,"Searcy, AR",1544,5.67074283628399,,,,126000,-0.865460267505901,12.8021486123545,,,0.115960099750623,0.018817204301075,84.5
City,Pickerington,Pickerington,OH,"Columbus, OH",1545,6.63350976455558,90.48,3.9203,1.3047,218500,0.275355667737494,5.30120481927711,0.037414187643021,,0.060360252892759,0.039525691699605,63
City,Grandville,Grandville,MI,"Grand Rapids, MI",1546,9.56561416316846,100,,,193700,0.675675675675676,8.75912408759124,0.04024780588539,,0.044181977252843,0.014851485148515,56
City,Reisterstown,Reisterstown,MD,"Baltimore, MD",1547,2.87643730607775,83.33,10.8696,2.0488,257700,0.742767787333855,2.22134073780246,0.025630578191696,,0.127520161290323,0.050065876152833,97
City,Watertown,Watertown,WI,"Watertown, WI",1548,1.00839569264464,50,,,152400,0,5.61330561330561,,,0.0807268366374,0.037352077451852,70.5
City,Durango,Durango,CO,"Durango, CO",1549,6.4728965139624,100,,,395700,-0.502891626854413,4.71024080444562,,,0.065486594417053,0.003893687803475,97
City,Farmers Branch,Farmers Branch,TX,"Dallas-Fort Worth, TX",1550,7.9412301514875,100,6.3068,,214800,1.03480714957667,10.09738595592,0.054590316573557,,,,43
City,Salem,Salem,NH,"Boston, MA",1551,4.43967877349881,93.1,,,303700,-0.065811122079632,8.23235923022096,0.033671386236418,,0.053011504624408,0.038297872340426,58
City,Johnston,Johnston,RI,"Providence, RI",1552,1.58514327432013,71.43,8.5961,6.1651,229000,0.703605980650836,5.67604983848639,0.03517903930131,,0.11572192513369,0.081330868761553,77
City,Chili,Chili,NY,"Rochester, NY",1553,0.618726044898704,,,,150900,0.399201596806387,-4.19047619047619,0.013141153081511,,0.043972276995648,0.105720844229764,72
City,West Warwick,West Warwick,RI,"Providence, RI",1554,3.28618361014784,75,4.4445,6.8241,196600,0.511247443762781,7.90340285400659,0.04089013224822,,0.135748915539678,0.071428571428571,77.5
City,Wildomar,Wildomar,CA,"Riverside, CA",1555,7.49863113706881,94.12,5.6228,1.5485,390100,0.879234548745798,5.89033659066232,0.047267367341707,,0.091725639629831,0.053412462908012,64.5
City,Shaler Township,Shaler Township,PA,"Pittsburgh, PA",1556,8.78079941595182,100,2.5,,175900,0.456881781838949,6.86512758201701,0.027328027288232,,0.049339806548355,0.042404392259638,65
City,Golden Glades,Golden Glades,FL,"Miami-Fort Lauderdale, FL",1557,9.40865121372513,100,,,215700,1.64938737040528,18.6468646864686,0.063231339823829,,0.116736990154712,0.156626506024096,174.5
City,Los Altos,Los Altos,CA,"San Jose, CA",1558,9.05274685161526,100,,,2873100,0.384333181929353,4.51436886140415,0.014639239845463,,0.004447892519813,0,37
City,Long Branch,Long Branch,NJ,"New York, NY",1559,4.788282533309,91.67,5.4861,1.1113,374000,-0.186816119562317,8.68933449578611,0.036213903743316,,0.117688762850053,0.099397590361446,126
City,Temple City,Temple City,CA,"Los Angeles-Long Beach-Anaheim, CA",1560,5.66983026099653,93.75,3.125,,753100,0.21290751829674,3.53313170195216,0.003874651440712,,0.032317636195753,0.019047619047619,63
City,Burlington,Burlington,IA,"Burlington, IA",1561,4.76911845227231,100,,,88400,0.226757369614512,4.12249705535925,,,0.124888492417484,0.011904761904762,
City,Garfield Heights,Garfield Heights,OH,"Cleveland, OH",1562,0.78846504836649,33.33,,6.1404,63700,0.473186119873817,6.87919463087248,0.025729984301413,,0.375552282768778,0.067320261437909,89
City,Martinez,Martinez,GA,"Augusta, SC",1563,5.15970067530571,100,,,151700,0.397088021178028,3.54948805460751,0.023078444297957,,0.092714409829962,0.017402945113789,71.5
City,Ossining,Ossining,NY,"New York, NY",1565,0.313013323599197,75,,,370500,0.379301002438364,2.60315702021601,0.012040485829959,,0.087532299741602,0.121771217712177,112
City,Millville,Millville,NJ,"Vineland, NJ",1566,0.456287643730608,66.67,25.9959,8.8031,125800,0.559552358113509,-1.6419077404222,0.0358346581876,,0.20105680317041,0.170827858081472,114.5
City,Shawnee,Shawnee,OK,"Shawnee, OK",1567,0.206242014966235,,,,82800,-0.240963855421687,-0.120627261761158,,,0.106415726026161,0.04869617860602,77
City,South Lake Tahoe,South Lake Tahoe,CA,"Sacramento, CA",1569,8.10184340208067,90.57,1.4392,0.6487,406000,0.495049504950495,4.31654676258993,0.030174876847291,,0.060540069686411,0.028776978417266,68
City,Van Buren Township,Van Buren Township,MI,"Detroit, MI",1570,5.09673298047089,100,,,179400,0.899887514060743,4.66744457409568,0.031053511705686,,0.099521870019479,0.03202846975089,62
City,Royal Palm Beach,Royal Palm Beach,FL,"Miami-Fort Lauderdale, FL",1571,1.35973717831721,81.82,,,279500,0.215130871280029,5.63114134542706,0.012805008944544,,0.083944872024342,0.072494669509595,69.5
City,Abingdon,Abingdon,MD,"Baltimore, MD",1572,2.85271034860376,53.33,3.8793,2.5178,244500,0.617283950617284,2.68794624107518,0.027173824130879,,0.154793707331552,0.045062320230106,82
